hotel_name,name,rating,review
Villa Petra Ungaran,Dhony Fitriyana,5.0,"(Translated by Google) a comfortable and quiet villa in the city of ungaran, the scenery is nice with a backdrop of mount ungaran. the place is clean, comfortable fit really does make a break. the facilities are also complete there is a quiet pool, jacuzi and sauna. This villa isn't just a room but the decorating set is like a private house with a comfortable living room equipped with a nice kichen set. the service is also okay for a villa. (Original) villa yang nyaman dan tenang di kota ungaran, pemandangannya bagus berlatar belakang gunung ungaran. tempatnya bersih, nyaman cocok banget buat yang istirahat. fasilitasnya juga lengkap sudah ada kolam tenang, jacuzi dan sauna. villa ini ga cuma ada kamar tapi set dekorasinya layaknya rumah pribadi dengan living room yang nyaman dilengkapi kichen set yang bagus. pelayananya juga oke untuk sebuah villa."
Villa Petra Ungaran,Rizky Yoga Aditya,5.0,"(Translated by Google) Spacious villa, there is a large swimming pool. The rooms are pretty much and access is quite easy (Original) Villa yg luas, ada kolam renang besar. Kamar lumayan banyak serta akses cukup mudah"
Villa Petra Ungaran,Henggar Budi,5.0,(Translated by Google) A villa with beautiful views and complete facilities. Suitable for holidays with family members. (Original) Villa dengan pemandangam indah dan fasilitas yang lengkap. Cocok untuk liburan bersama anggoya keluarga.
Villa Petra Ungaran,Andre Pradita,5.0,"(Translated by Google) Open the door, immediately see the ungaran.. Mantaaapp (Original) Membuka pintu, langsung view gn ungaran.. Mantaaappp"
Villa Petra Ungaran,Aulia Rahman (aram),4.0,(Translated by Google) Beautiful comfortable.. it's a shame it doesn't provide food.. so you have to order outside.. (Original) Nyaman asri.. sayang tidak menyediakan makanan.. jadi harus pesan di luar..
Villa Petra Ungaran,Daniel Setio,4.0,"(Translated by Google) It's great.... Good, clean, guaranteed to feel at home and sleep well (Original) Seru dah .... Bagus bersih dijamin pasti betah dam tidur pules"
Villa Petra Ungaran,Hendro Wibowo,5.0,"(Translated by Google) Last month we held a social service in the village of Genurit Ungaran, and chose Villa Amanuba as the team's base camp and accommodation. The place is very comfortable, lots of space for teams to gather or just chit-chat. Service is also ok and nimble, from the villa staff. (Original) Bulan lalu kami mengadakan baksos di desa Genurit Ungaran, dan memilih Villa Amanuba sebagai base camp dan akomodasi tim. Tempatnya sangat nyaman, banyak space untuk tim berkumpul ataupun sekedar chit-chat. Pelayanan juga ok dan cekatan, dari para staf villa."
Villa Petra Ungaran,Ahmad Said,5.0,"(Translated by Google) Villa Petra has a nice atmosphere.. for a family break, it&#39;s pretty good. There is a swimming pool. (Original) Villa petra suasananya apik..utk istirahat keluarga lumayan sekali.ada kolam renangnya."
Villa Petra Ungaran,Fenti Kenzy,5.0,(Translated by Google) Beautiful place that appears in the city of Ung (Original) Beautiful place yg nyempil d kota Ung
Villa Petra Ungaran,Lim Lotus Sinaga,5.0,(Translated by Google) The villa is comfortable... It's good..... Want to stop by there again... 😊😊😊 (Original) Villanya nyaman... Bagus lah..... Ingin mampir kesana lagi...😊😊😊
Villa Petra Ungaran,Tulen Jogja,5.0,"(Translated by Google) Comfortable, quiet, good air.(Original)Nyaman, tenang, udara bagus."
Villa Petra Ungaran,Mei Lina,3.0,"(Translated by Google) the view is the mountain, the place is clean and quiet. (Original) view nya gunung tempat bersih dan tenang."
Villa Petra Ungaran,Iwan Chaniago,5.0,"(Translated by Google) Quiet n comfortable, cool air n Seger (Original) Tenang n nyaman,udara dingin n seger"
Villa Petra Ungaran,Andik Fayyaz,5.0,(Translated by Google) The view is cool(Original)View nya keren
Villa Petra Ungaran,yuga ariefnurrohcman,5.0,(Translated by Google) comfortable friendly place clean service like 5 stars (Original) nyaman ramah tempat bersih pelayanan seperti bintang 5
Villa Petra Ungaran,Edwi Nairi,4.0,(Translated by Google) Comfortable with a view of Mount Ungaran (Original) Nyaman dengan pemandangan gunung Ungaran
Villa Petra Ungaran,Gregorius Koko,4.0,"(Translated by Google) Beautiful, cool, comfortable place (Original) Tempat yg indah, sejuk, nyaman"
Villa Petra Ungaran,Endi Ramadhan,5.0,"(Translated by Google) The view is cool, the feel is cool, suitable for meditation (Original) View nya kereeen, nuansanya sejuk cocok buat meditasi"
Villa Petra Ungaran,Ahmadi AS,5.0,"(Translated by Google) Spacious, complete facilities. Great view (Original) Luas, fasilitas lengkap. Pemandangan bagus"
Villa Petra Ungaran,Saefudin,5.0,(Translated by Google) The place is comfortable(Original)Tempatnya nyaman
Villa Petra Ungaran,Liestijarini Darjanti,5.0,"(Translated by Google) Clean, nice view(Original)Bersih, pemandangan bagus"
Villa Petra Ungaran,Lasmi,5.0,"(Translated by Google) The view is good, the price is affordable (Original) Pemandangannya bagus ,harganya terjangkau"
Villa Petra Ungaran,Oscar&Partners or Oscar Pakpahan,5.0,(Translated by Google) Close to home ... but amazingly good ... (Original) Dekat dari rumah..tapi ruar biasa bagus..
Villa Petra Ungaran,dekorasi prieyanto,3.0,(Translated by Google) comfortable(Original)nyaman
Villa Petra Ungaran,mula aditya permana,5.0,(Translated by Google) good for big family vacation (Original) baik untuk liburan keluarga besar
Villa Petra Ungaran,Dhian Wijayati,5.0,(Translated by Google) Nice view(Original)Viewnya bagus
Villa Petra Ungaran,Puji Rahayu,4.0,(Translated by Google) Good.. Comfortable.. Comfyy(Original)Baguus.. Nyaman.. Comfyy
Villa Petra Ungaran,Afret Nobel,5.0,(Translated by Google) Nice view of Mount Ungaran.(Original)View bagus gunung ungaran.
Villa Petra Ungaran,Aditya Suhartanto,5.0,(Translated by Google) View it sadssssss...(Original)View nya sadissssss...
Villa Petra Ungaran,TONY COOL,5.0,(Translated by Google) comfortable and peaceful(Original)nyaman Dan damai
Villa Petra Ungaran,Ibnu Amrun Sutrisno,5.0,(Translated by Google) nice view(Original)view Yang bagus
Villa Petra Ungaran,Qoi Ruli,3.0,(Translated by Google) game(Original)ungaran permai
Villa Petra Ungaran,Dwi Hantyanta Dewantara,5.0,(Translated by Google) Really nice really(Original)Saestu nice tenan
Villa Petra Ungaran,Cihan Handy,4.0,(Translated by Google) A quiet place for a vacation (Original) Tempat yang tenang untuk berlibur
Villa Petra Ungaran,Andra_Gans Efdewers,5.0,(Translated by Google) Comfortable and relaxed(Original)Nyaman dan nyantai..
Villa Petra Ungaran,kuntar priyanto,4.0,(Translated by Google) siiip bner ..(Original)siiip bner..
Villa Petra Ungaran,sandro febri,5.0,(Translated by Google) Suitable for family(Original)Cocok untuk keluarga
Villa Petra Ungaran,Sukis Yanto,5.0,(Translated by Google) Comfortable & safe(Original)Nyaman &aman
Villa Petra Ungaran,Florentinus Arnendha Yudha,5.0,(Translated by Google) Good(Original)Bagus
Guest House dan kost Timlo Solo,Winda koe,5.0,Nice place.. nice food and so fast service. Have to try
Guest House dan kost Timlo Solo,Danang Heru Wibowo,5.0,"the best place for looking javanese food with good taste and price worth for it. very recomended place.also this place have guest house, so not only looking for food also place for take a rest.. good job.."
Guest House dan kost Timlo Solo,chrisinno,4.0,interesting place... want to stay in the guesthouse one day
Guest House dan kost Timlo Solo,Adie,3.0,"Good place, ordinary taste. Different taste from the main restaurant in solo"
Guest House dan kost Timlo Solo,ihda usria nuril ilmi,4.0,"Good food, especially if you have dinner with family or friends"
Guest House dan kost Timlo Solo,Alifia Salsabilla,5.0,Their timlo is the best. Other food have a good taste too. Have a comfy place and need to be cleaned in the garden side. The price quite cheap too. Love that place. Good for family
Guest House dan kost Timlo Solo,Syf Al,2.0,"Small place, limited room facilities, no front desk, checked in from the kitchen, no decent door after hours time, used backyard alley for access. Car park is quite good except for the gate that needs to be open by your self."
Guest House dan kost Timlo Solo,Abah Isnen,4.0,Nice place to have a small group lunch/dinner. Reasonable price. Good Javanese food
Guest House dan kost Timlo Solo,Ksatria Shb,5.0,"Good Place, cheap Inn, nice food"
Guest House dan kost Timlo Solo,Maria Margaretha Farida Widyawati,5.0,"Delicious food, kindly servings, clean room. Average price"
Guest House dan kost Timlo Solo,Stanislaus Adnanto SE SKOM MSA OCA CPC CFP AEPP QWP,5.0,"So authentic, so special... Very unique and nostalgic and sssttt it's not pricey at all 😁😁"
Guest House dan kost Timlo Solo,NOMOSAN HAMBALIE,3.0,Good food like rawon not bad
Guest House dan kost Timlo Solo,Danny Must,1.0,"Foods just ok, love much the javanese atmosphere here."
Guest House dan kost Timlo Solo,edwiga febriliyanti,4.0,"I like the food, service, and the place. It's authentic javanese food that very delicious"
Guest House dan kost Timlo Solo,Maxkent Mulyadi,5.0,Nice food n place.
Guest House dan kost Timlo Solo,Andreas Ariel,4.0,👍
Guest House dan kost Timlo Solo,Alex Broery,5.0,"Me & my parents were order Sop Iga, Timlo Solo & Gado-gado for lunch. All delicious. The restaurant is cozy too.."
Guest House dan kost Timlo Solo,caturyanto cahya septanugraha,5.0,Delicious food.....good price
Guest House dan kost Timlo Solo,Patrick Darmawan,4.0,Great place. Nice food
Guest House dan kost Timlo Solo,Muhammad Saefudin,3.0,Clean room and good for business purpose. Good food and easy access to public transportation. Besides a restaurant Timlo also provide lodging similar to budget hotel.
Guest House dan kost Timlo Solo,Deta Widyananda,4.0,Nice place for a local food
Guest House dan kost Timlo Solo,Danielle S,5.0,Best place for classic Indonesian food
Guest House dan kost Timlo Solo,Arif Hakim,4.0,Place where you can enjoy the traditional cullinary from solo
Guest House dan kost Timlo Solo,Mas Nur,4.0,"Nice place, delicious menus..."
Guest House dan kost Timlo Solo,hendy yuwono,4.0,Good old fashioned restaurant
Guest House dan kost Timlo Solo,Ricky Ardianlie,5.0,"Timo good places cost, family oriented,"
Guest House dan kost Timlo Solo,julianto hartono,5.0,Old brand with a nice taste
Guest House dan kost Timlo Solo,Heppy Haksara,5.0,Good place for eating
Guest House dan kost Timlo Solo,Ninik Yuliati,5.0,The food serves hot
Guest House dan kost Timlo Solo,Sutrisno Nugroho,5.0,Ok yesss josszz
Guest House dan kost Timlo Solo,Leon L,5.0,too bad the one in Semarang closed down
Guest House dan kost Timlo Solo,yanuar hudha,4.0,there are always memories in this place with my father
Guest House dan kost Timlo Solo,Jimmy Lee,1.0,Un polite waitress
Guest House dan kost Timlo Solo,Indigio Studio,5.0,"Good venue, good food"
Guest House dan kost Timlo Solo,Roberta intan,5.0,delicious food
Guest House dan kost Timlo Solo,Axel Jeremy,5.0,Very delicious
Guest House dan kost Timlo Solo,Priskila Dian Endra,5.0,Cozzy place
Guest House dan kost Timlo Solo,Roos Wahyu,4.0,Easy to reach..
Guest House dan kost Timlo Solo,aveira cartoon,5.0,Its delicious
Guest House dan kost Timlo Solo,Andreas SW,5.0,Good food
Guest House dan kost Timlo Solo,thony charles,5.0,Good food
Guest House dan kost Timlo Solo,Yasmin Hilwa,4.0,Classy
Guest House dan kost Timlo Solo,PASKA JAYAK KRISTIYONO,4.0,Not bad
Guest House dan kost Timlo Solo,Jeje Hellen,5.0,Top
Guest House dan kost Timlo Solo,Asepin Asep,4.0,Good
Guest House dan kost Timlo Solo,Cipta Harto,5.0,Ok
Guest House dan kost Timlo Solo,Arif Rahman Hakim,4.0,Ok
Guest House dan kost Timlo Solo,Wuri Prasetyo,4.0,Nice
Guest House dan kost Timlo Solo,Ryan Dwi Wahyu Ardi,5.0,cozy
Guest House dan kost Timlo Solo,ivan Sumarto,4.0,Good
Guest House dan kost Timlo Solo,boentoro kamara,5.0,Excellent
Guest House dan kost Timlo Solo,Sri Wicahyani,4.0,"Yess,,"
Guest House dan kost Timlo Solo,Justinus Harijanto Budi,5.0,Sip
Guest House dan kost Timlo Solo,Handri,3.0,Average
Guest House dan kost Timlo Solo,渡邊いち,5.0,"(Translated by Google) Very comfortable. Cleaning is basically included except for Saturdays and Sundays. Around 10:00 or 14:00. The attached restaurant is cheap and delicious. It is very convenient because it is open from 10:00 to 20:00. It is necessary to get used to the noise due to the proximity of the main road and the scream of the Sulphur-crested Cockatoo about once every 3 hours. If you bring a hair dryer, you need to add 150.000Rp, so be careful. (Original) とても快適です。土日以外は基本的に清掃が入ります。10時頃もしくは14時ごろ。併設されているレストランは価格も安く、おいしい。10時から20時までやっているため大変便利。 幹線道路が近いための騒音と、キバタンの絶叫が3時間に一回くらいあるので慣れが必要です。 ドライヤーを持ち込むと、150.000Rp追加で必要なのでそれも注意。"
Guest House dan kost Timlo Solo,Hadi Kurniawan,4.0,"(Translated by Google) A good, clean place to stop at an affordable price. Breakfast is also provided with Timlo Solo's favorite menu, there are also various other menus. It feels great 👍. There is also a pantry with various equipment needed for guests staying there. (Original) Tempat singgah yang baik, bersih dgn harga yg terjangkau. Disediakan sarapan pagi juga dengan menu favorit Timlo Solo, ada juga beragam menu yg lainnya. Rasanya mantap 👍. Ada juga Pantry dgn berbagai peralatan yang diperlukan bagi tamu2 yg menginap disana. Rooms: Saran : agar disediakan TV yg dapat menangkap siaran digital dan atau kabel antena tv nya diganti yg berukuran besar shg dpt menangkap siaran sgn lebih jernih."
Guest House dan kost Timlo Solo,Rudy Gunawan,5.0,"(Translated by Google) Timlo Solo restaurant located in Ungaran, Semarang district. Nice and clean interior equipped with a clean outdoor area. In addition, the accompaniment of Javanese music adds to a comfortable atmosphere while eating. The food and drink menu is varied and delicious. There is also accommodation in it. (Original) Rumah makan Timlo Solo yang berlokasi di ungaran kabupaten Semarang. Interior yang bagus dan bersih dengan dilengkapi area outdoor yang bersih. Selain itu iringan musik jawa menambah suasana yang nyaman saat makan. Menu makanan dan minuma beragam dan enak. Tersedia juga penginapan didalamnya."
Guest House dan kost Timlo Solo,Leniwati Pouniman,5.0,"(Translated by Google) Stay 4 hours 3 nights with husband, beautiful atmosphere, calm, lots of trees, plants, makes the atmosphere more comfortable to let go of the daily work routine. (Original) Menginap 4hr3mlm bersama suami,suasana asri,tenang,banyak pepohonan,tanaman,membuat suasana lebih enak utk melepas rutinitas pekerjaan se hr2."
Guest House dan kost Timlo Solo,Azhar Faishal Fakhri,5.0,"(Translated by Google) The place to stay while working is budgeted, the place is comfortable, blends with the restaurant (Original) Tempat nginap saat kerja diunggaran, tempatnya nyaman, menyatu dengan restoran"
Guest House dan kost Timlo Solo,rifan stufodi,2.0,"(Translated by Google) midnight at 22 p.m. on our trip in Ungaran, we needed to stay at a hotel, and got info on this guesthouse on tiketdotcom. at that time we almost immediately ordered via tiketdotcom. but we already arrived at the location, and met the father who was guarding in front of the guesthouse. I said that I would book a room that was available at tiketdotcom. The father said the room was full, he couldn't accept any more guests. I love to see that through tiketdotcom I can still book a room. the father said he couldn't because the cashier had gone home. so if at that time I rushed to book a room via tiketdotcom, I wouldn't be able to stay. cuckoo pan... (Original) tengah malam pk 22 pada perjalanan kami di Ungaran, kami perlu menginap di hotel, dan didapat info guesthouse ini di tiketdotcom. saat itu kami hampir saja langsung memesan via tiketdotcom. tapi kami terlanjur tiba di lokasi, dan bertemu bapak yang jaga di depan guesthouse. saya utarakan bahwa saya akan memesan room yang saat itu tersedia di tiketdotcom. lha bapaknya bilang kamar sudah penuh, tidak bisa terima tamu lagi. saya kasih lihat bahwa melalui tiketdotcom saya masih bisa pesan room. si bapak bilang, tidak bisa sebab kasirnya sudah pulang. jadi jika saat itu saya keburu pesan room via tiketdotcom, saya tidak bakal bisa menginap. cilaka pan..."
Guest House dan kost Timlo Solo,Eliver Pakpahan,5.0,"(Translated by Google) Cool and cool, if you want to eat directly on the spot (Original) Adem dan sejuk, kalau mau makan langsung ditempat"
Guest House dan kost Timlo Solo,Jatmiko Guava,4.0,"(Translated by Google) Pretty comfortable place and clean and strategic in the city center of Ungaran roadside. After entering the location of the guest house it turned out to be spacious. The note is after 11 o'clock at night only stayed at night guards, so when it will check in at night after 11 hours will be a little bother. The breakfast menu is ok. Ever escort here because guests are very important, and some are tasked with maintaining and serving for escort. Alhamdulillah, the guest house allowed our standby 4 person. Overall ok stay here (Original) Cukup nyaman tempatnya dan bersih serta strategis di pusat kota Ungaran Pinggir jalan raya. setelah masuk lokasi guest house nya ternyata luas. Catatannya adalah setelah jam 11 malam hanya tinggal penjaga malam saja, jadi ketika akan check in malam hari setelah jam 11 akan sedikit repot. menu sarapannya ok. Pernah pengawalan di sini karena tamu yang sangat penting, dan beberapa bertugas menjaga dan melayani untuk pengawalan. Alhamdulillah pihak Guest house mengijinkan notabene kami standby 4 orang. Overall ok menginap di sini"
Guest House dan kost Timlo Solo,Theodora Rosaria,5.0,"(Translated by Google) The food is delicious, the menu is quite large, the portions are also large, the prices are very affordable, the service is friendly and fast. The place is clean and pleasant, because even though it's on the side of a big road, the atmosphere is calm. The toilet facilities are also clean. (Original) Makanannya enak, menunya cukup banyak, porsi juga banyak, harga sangat terjangkau, pelayanan ramah dan cepat. Tempat bersih dan menyenangkan, karena walaupun di pinggir jalan besar, namun suasana tenang. Fasilitas toiletnya pun bersih."
Guest House dan kost Timlo Solo,Belinda Adisaputra,5.0,(Translated by Google) The place is good for family relax. The food is all delicious 👍 (Original) Tempatnya bagus untuk bersantai keluarga. Makanannya enak-enak semua 👍
Guest House dan kost Timlo Solo,Novia K22,3.0,"(Translated by Google) For Guest Hoise; service is quite fast, for standard rooms, cleanliness is sufficient, but the water faucet is unstable for a moment, it's very hot, suddenly cold, the cupboard is dirty, for the price of Rp. 400,000/night it should be further improved. the location is on the side of the road so at night the vehicles are still noisy, because the location is above the timlo solo restaurant so operating hours follow the gate closes after 10 pm for Resto; fast service, fresh timlo taste, the straits are also delicious, the rawon is too salty for me. so far the food is delicious, the place is also spacious with chairs and lesehan. (Original) Untuk Guest Hoise; pelayanan cukup cepat, untuk kamar standar, kebersihan cukup, tapi keran air tidak stabil sebentar panas banget tiba-tiba dingin, lemari kotor, untuk harga Rp.400.000/malem harusnya bisa lebih ditingkatkan lagi. lokasi dipinggir jalan jadi pas malem masih berisik kendaraan, karena lokasi diatas resto timlo solo jadi jam operasional mengikuti gerbang ditutup diatas jam 10 malam untuk Resto; pelayanan cepat, rasa timlo seger, selatnya juga enak, rawonnya terlalu asin buat saya. so far enak sih makanannya, tempatnya juga luas ada kursi dan lesehan."
Guest House dan kost Timlo Solo,Bambang Tjuks,4.0,"(Translated by Google) Even though we didn't stay overnight because our house is in Semarang, we took the time to try Timlo Solo restaurant after Maghrib time. It turns out that even though it is located on the side of a major road, the situation is still safe, comfortable and quiet. The menu served is still appetizing, such as fried rice, Timlo Solo, gado gado and others. The more we enter the back feels the air is cool and cold. As time progresses, hopefully the number of visitors will increase... in sha Allah... (Original) Walaupun kami tidak menginap karena rumah di Semarang kami memanfaatkan waktu mencoba resto Timlo Solo sehabis waktu Maghrib. Ternyata walaupun letaknya di pinggir jalan besar tetapi situasi nya tetap aman nyaman dan tenang. Untuk menu yang di sajikan tetap menggugah selera seperti nasi goreng, Timlo Solo, gado gado dan lainnya lagi. Makin kita masuk ke belakang terasa hawa nya sejuk dan dingin. Seiring dengan berkembangnya waktu semoga saja bertambah ramai pengunjungnya...in syaa Allah..."
Guest House dan kost Timlo Solo,Sisca amalia Hidayat,5.0,"(Translated by Google) Just come here to eat and drink coffee, not stay The place is very beautiful, (Original) Kesini cuma makan sama ngopi aja, bukan nginap Tempatnya asri banget,"
Guest House dan kost Timlo Solo,Rita Efendi,5.0,"(Translated by Google) Clean rooms, friendly staff and good breakfast included (Original) Kamar bersih, pegawai ramah dan termasuk sarapan yang enak"
Guest House dan kost Timlo Solo,Alan Chandrasaputra,5.0,"(Translated by Google) The atmosphere of the place is comfortable and also clean.. Cool, Also the coffee is delicious. The coffee is a must try the Kopi Pull. What's interesting is that the iced coffee uses frozen coffee.. So even if it's liquid, it doesn't change the taste so it's runny (Original) Suasana tempat nya nyaman dan juga a bersih.. Sejuk, Juga kopi nya enak. Kopi nya wajib coba yg Kopi tarik. Yang menarik kopi eS nya menggunakan kopi yg dibekukan.. Sehingga kalau me cair pun tidak Mengubah rasa jadi keenceran"
Guest House dan kost Timlo Solo,andre santoso,5.0,"(Translated by Google) The food is delicious, the portions are right and the prices are affordable. Staff service is good, friendly and communicative. Cleanliness of the area and the food is good. The place is comfortable and spacious. (Original) Makannannya enak, porsinya pas dan harganya terjangkau. Pelayanan staff baik, ramah dan komunikatif. Kebersihan area dan makannannya baik. Tempatnya nyaman dan luas."
Guest House dan kost Timlo Solo,Doni Zamroni,5.0,"(Translated by Google) A variety of local specialties and drinks, and try the typical timlo food and drink ngangeni coffee and wedang secang milk, perfect for eating when it's raining ☺️ (Original) Beraneka makanan dan minuman khas daerah, dan mencoba khas makanan timlo dan minum kopi ngangeni serta wedang secang susu, pas mantabs disantap saat cuaca hujan☺️"
Guest House dan kost Timlo Solo,mastur ilham syani,5.0,"(Translated by Google) Clean place, good service.. Just enter it, please clarify the sign to go to the toilet, so as not to confuse it. The others are the best ️👍👍 (Original) Tempat bersih, pelayanan bagus.. Masukan saja, tanda untuk menuju toilet harap di perjelas, agar tidak membingungkan. Yang lain is the best ☺️👍👍"
Guest House dan kost Timlo Solo,fm. id,5.0,"(Translated by Google) The location is right along the highway, enough parking (Original) Lokasi persis sepanjang dijalan raya, parkir cukup"
Guest House dan kost Timlo Solo,RIAWAN DONI,5.0,"(Translated by Google) Apart from a place to eat, it turns out that this is an inn. To eat is quite tasty and the menu is a lot. The price is standard. The design is classic old house (Original) Selain tempat makan ternyata ini penginapan. Untuk makan cukup enak dan menu banyak sekali. Harga ya standar. Design nya klasik rumah lawas"
Guest House dan kost Timlo Solo,Fiya Annisa,5.0,"(Translated by Google) good and fast service, the parking lot is quite spacious. the taste of food and drinks does not disappoint for this price rate (Original) pelayanan baik dan cepat, tempat parkir lumayan luas. rasa makanan dan minuman tdk mengecewakan utk rate harga sekian"
Guest House dan kost Timlo Solo,oh_my piknik,4.0,"(Translated by Google) The place is comfortable, at affordable prices ... friendly service, recommended for family and official events ... Tourist info, 0816.4885.474 (Original) Tempatnya nyaman,hrga terjangkau... pelayanan ramah, recomended buat acara kluarga dan kedinasan.. Info wisata, 0816.4885.474"
Guest House dan kost Timlo Solo,kristanto mulyadi,4.0,"(Translated by Google) The food is delicious, the place is very comfortable (Original) Masakannya enak, tempat nyaman sekali"
Guest House dan kost Timlo Solo,CONY,5.0,(Translated by Google) Overall delicious all the food menus. Really recommended for those who want to eat. Solo food is much constrained. You can really eat at Timlo solo. Price according to taste. Nice and comfortable place. Clean too (Original) Overall enak semua menu makanan. Recomended banget buat yang pengen makan. Makanan solo terkendala jauh. Bisa banget makan di timlo solo. Harga sesuai rasa. Tempat enak dan nyaman. Bersih juga
Guest House dan kost Timlo Solo,Yudhi Aliwiyanto,5.0,(Translated by Google) Great food and authentic. Suitable for stopping by when passing through this area. Hot food for those who are tired on the trip .. Must try the timlo. (Original) Makanan enak dan otentik. Cocok untuk mampir apabila melewati daerah sini. Makanan panas untuk yang cape di perjalanan.. Harus cobain timlo nya.
Guest House dan kost Timlo Solo,Rangga P S,4.0,"(Translated by Google) Favorite food since childhood until now, the place has changed completely. There is a large pool, now it's changed to a guest house and boarding house (Original) Makanan kesukaan dr kecil sampe sekarang, tempatnya rubah total. Dl ada kolam besarnya, skrg dirubah jd guest house n kost2 an"
Guest House dan kost Timlo Solo,Agung Pulunggono,4.0,(Translated by Google) Very strategic location. Lots of menu choices. Interior layout is good. Parking location is adequate. Worth the price (Original) Lokasi sangat strategis. Banyak pilihan menu. Tata ruang dalam bagus. Lokasi parkir memadai. Harga sepadan
Guest House dan kost Timlo Solo,Muhammad Luthfi,5.0,"(Translated by Google) The place is good, the food is good (Original) Tempatnya enak, makanannya jg enak"
Guest House dan kost Timlo Solo,rifka septiyani,5.0,"(Translated by Google) The place to eat as well as the guest house. The restaurant has a classic nuance, very comfortable, clean and beautiful in the outdoor. Food and drink prices are a bit pricey in my opinion but the service is very friendly and pleasant. Thank you 😊 (Original) Tempat makan sekaligus ada guest housenya. Restonya bernuansa classic, sangat nyaman, bersih dan asri di outdoornya. Harga makanan dan minuman agak pricey menurut saya namun pelayanan sangat ramah dan menyenangkan. Terima kasih 😊"
Guest House dan kost Timlo Solo,Pradini Yuliasari,5.0,"(Translated by Google) Cool place, good food, good atmosphere and but adhere to health protocols of course😍👍🏿 (Original) Tempat adem, makanan enak, suasana nya juga enak dan tetapi mematuhi protokol kesehatan tentunya😍👍🏿"
Guest House dan kost Timlo Solo,Novita Prayogo,5.0,"(Translated by Google) The place is spacious, comfortable, indoor feels outdoor. There is a guest house here too Indonesian cuisine is okay. Which is chinese food, less reflective (Original) Tempat luas, nyaman, indoor berasa outdoor. Ada guest house juga disini Masakan indonesia oke rasanya. Yg chinese food, kurang mantul"
Guest House dan kost Timlo Solo,The Linda,5.0,"(Translated by Google) The place is pretty good food, but the price is rather expensive (Original) Tempatnya lumayan makanannya enak cuma harganya agak mahal"
Guest House dan kost Timlo Solo,Rossa Andryawan,5.0,(Translated by Google) The food is delicious ... the place is comfortable ... (Original) Makananya enak...tempatnya nyaman...
Guest House dan kost Timlo Solo,Febrian Zakaria,1.0,"(Translated by Google) The food that was ordered took a long time to come, the taste was also relatively ordinary, the atmosphere was comfortable, the parking area was quite large, the price offered was relatively expensive, not worth the taste presented. (Original) Makanan yang dipesan lama datang, rasanya juga relatif biasa saja, suasana nyaman, parkir cukup luas, harga yang ditawarkan relatif mahal tidak sebanding dengan rasa yang dihadirkan."
Guest House dan kost Timlo Solo,Desi Wisma,3.0,"(Translated by Google) The place is good enough for a break, only the cuisine is not suitable in my area (Original) Tempatnya cukup enak buat istirahat,cuma masakannya kurang cocok dilidah saya"
Guest House dan kost Timlo Solo,Husein Muzani12,4.0,"(Translated by Google) Adequate facilities, AC, big bad and beautiful view of Mount Ungaran Seeejuuk tends to be cold👍👍😭😭😭 (Original) Fasilitas cukup memadai AC, big bad and view indah gunung ungaran seeejuuk cenderung dingin👍👍😭😭😭"
Guest House dan kost Timlo Solo,Jauw Apriyani,5.0,(Translated by Google) the place is comfortable and clean also the food is tasty and reasonably priced. (Original) tempatnya nyaman dan bersih juga makanannya enak dan cukup murah harganya.
Guest House dan kost Timlo Solo,Mama Titin,3.0,"(Translated by Google) The place is relieved, it is located on the edge, just right where it is easy to find ... good food, nice gado2 ingredients ... the price is affordable. (Original) Tempatnya lega,letaknya di pinggir jln raya persis jd mudah dicari..makanan enak,gado2 bumbunya lembut enak..harga msh terjangkau."
Guest House dan kost Timlo Solo,Luthfi Muhammad,3.0,(Translated by Google) just plain food tends to be less. friendly service! a little bit expensive (Original) makanannya biasa aja cenderung kurang. pelayanannya ramah! sedikit mahal
Guest House dan kost Timlo Solo,Uddiyana bhanda Adi negara,5.0,(Translated by Google) A restaurant with a delicious Javanese cuisine menu and a comfortable place suitable for dining with family and standard prices (Original) Resto dengan menu masakan jawa yang lezat dan tempat nyaman cocok untuk makan bareng keluarga dan harga standar
Guest House dan kost Timlo Solo,Sadewa Outdoor,5.0,"(Translated by Google) Several times have passed, this place is the choice of children to eat. The menu is made immediately, so the timlo is always new. Children like it because the soup is fresh. (Original) Beberapa kali lewat,tempat ini pilihan anak2 untuk makan.Menu dibuat langsung,jadi timlo nya selalu masakan baru.Anak2 suka krn kuahnya seger"
Guest House dan kost Timlo Solo,Ine Artsandy,5.0,(Translated by Google) Spacious place for various events.. Javanese n diverse cuisine menu.. so a place for our family's memories in March 2019. Tengkiyuh resto Timlo Solo ungaran (Original) Tempat luas untuk berbagai acra ..menu masakan jawa n beragam.. jadi tempat kenangan keluarga kami di bulan maret 2019 .tengkiyuh resto Timlo Solo ungaran
Guest House dan kost Timlo Solo,Yohana Yugi,5.0,"(Translated by Google) All the food is good, it's already a few times, it's affordable (Original) Semua makanannya enak2, udah bbrp x dtg.. harga terjangkau"
Guest House dan kost Timlo Solo,Anton Yk,4.0,"(Translated by Google) The food is pretty good, but the price including the average price can't be said cheap (Original) Makanan lumayan enak, tp harga ny termasuk harga rata2 belum bisa di bilang murah"
Guest House dan kost Timlo Solo,Septa sandy wijaya,5.0,(Translated by Google) Very good food. Served well (Original) Makanan enak banget.di sajikan dengan baik
